State,County,2024R,2024D,2024O,2024TOT,2024RPCT,2024DPCT,2024OPCT,2020R,2020D,2020O,2020TOT,2020RPCT,2020DPCT,2020OPCT,2020POP,2010POP,Urban20,Rural20,White20,Hispanic20,Black20,Asian20,Native20,Pacific20
New Mexico,Eddy,18141,5032,299,23472,77.29%,21.44%,1.27%,17454,5424,344,23222,23.36%,75.16%,1.48%,62314,53829,77.98%,22.02%,27139,31307,1440,883,2184,176
New Mexico,Grant,6580,7301,343,14224,46.26%,51.33%,2.41%,6553,7590,292,14435,52.58%,45.40%,2.02%,28185,29514,59.58%,40.42%,13117,13466,515,351,1250,83
New Mexico,Guadalupe,945,959,34,1938,48.76%,49.48%,1.75%,917,1234,38,2189,56.37%,41.89%,1.74%,4452,4687,0.00%,100.00%,769,3436,107,97,158,10
New Mexico,Harding,297,128,6,431,68.91%,29.70%,1.39%,319,179,7,505,35.45%,63.17%,1.38%,657,695,0.00%,100.00%,352,282,11,11,29,2
New Mexico,Hidalgo,1140,705,17,1862,61.22%,37.86%,0.91%,1120,823,31,1974,41.69%,56.74%,1.57%,4178,4894,0.00%,100.00%,1645,2390,57,32,99,25
New Mexico,Lea,16997,3930,282,21209,80.14%,18.53%,1.33%,16531,4061,326,20918,19.41%,79.03%,1.56%,74455,64727,75.11%,24.89%,23775,45193,3519,912,2180,94
New Mexico,Lincoln,6942,3033,190,10165,68.29%,29.84%,1.87%,6942,3194,170,10306,30.99%,67.36%,1.65%,20269,20497,54.48%,45.52%,12339,6496,234,246,1154,44
New Mexico,Los Alamos,4047,7726,414,12187,33.21%,63.40%,3.40%,4278,7554,461,12293,61.45%,34.80%,3.75%,19419,17950,95.02%,4.98%,13446,3435,353,1561,604,46
New Mexico,Luna,4698,3176,182,8056,58.32%,39.42%,2.26%,4408,3563,132,8103,43.97%,54.40%,1.63%,25427,25095,58.65%,41.35%,7671,16670,471,305,813,57
New Mexico,McKinley,9364,15711,792,25867,36.20%,60.74%,3.06%,7801,18029,656,26486,68.07%,29.45%,2.48%,72902,71492,33.54%,66.46%,5946,8611,793,1200,58845,114
New Mexico,Mora,1010,1439,38,2487,40.61%,57.86%,1.53%,903,1745,38,2686,64.97%,33.62%,1.41%,4189,4881,0.00%,100.00%,764,3301,67,47,186,27
New Mexico,Otero,15117,8582,543,24242,62.36%,35.40%,2.24%,14521,8485,565,23571,36.00%,61.61%,2.39%,67839,63797,45.40%,54.60%,30931,26152,3735,1882,6557,376
New Mexico,Quay,2570,1055,79,3704,69.38%,28.48%,2.13%,2634,1170,69,3873,30.21%,68.01%,1.78%,8746,9041,59.65%,40.35%,4434,3848,168,102,347,29
New Mexico,Rio Arriba,6268,9373,348,15989,39.20%,58.62%,2.18%,5408,10990,230,16628,66.09%,32.52%,1.39%,40363,40246,43.59%,56.41%,5945,27159,436,367,7868,61
New Mexico,Roosevelt,4687,1820,132,6639,70.60%,27.41%,1.99%,4634,1802,172,6608,27.27%,70.13%,2.60%,19191,19846,63.58%,36.42%,9328,8397,712,321,593,66
New Mexico,Sandoval,36605,41205,1730,79540,46.02%,51.80%,2.18%,34174,40588,1800,76562,53.01%,44.64%,2.35%,148834,131561,80.85%,19.15%,63426,57617,5107,4346,22659,660
New Mexico,San Juan,34264,17464,1198,52926,64.74%,33.00%,2.26%,32874,18083,1337,52294,34.58%,62.86%,2.56%,121661,130044,64.80%,35.20%,43583,23630,1603,1430,53898,237
New Mexico,San Miguel,3887,6985,236,11108,34.99%,62.88%,2.12%,3421,7888,222,11531,68.41%,29.67%,1.92%,27201,29393,53.42%,46.58%,5447,20490,468,243,1054,58
New Mexico,Santa Fe,20457,61405,1857,83719,24.44%,73.35%,2.22%,18329,62530,1368,82227,76.05%,22.29%,1.66%,154823,144170,64.96%,35.04%,67861,74377,2439,3594,9109,382
New Mexico,Sierra,3473,2332,148,5953,58.34%,39.17%,2.49%,3542,2265,138,5945,38.10%,59.58%,2.32%,11576,11988,66.63%,33.37%,7507,3311,143,169,617,15
New Mexico,Socorro,3651,3384,198,7233,50.48%,46.79%,2.74%,3255,3722,183,7160,51.98%,45.46%,1.86%,16595,17866,48.94%,51.06%,5361,8353,352,418,2640,33
New Mexico,Taos,4139,12038,459,16636,24.88%,72.36%,2.76%,3715,13121,345,17181,76.37%,21.62%,2.01%,34489,32937,45.42%,54.58%,13706,17430,399,418,3281,85
New Mexico,Torrance,4880,2144,155,7179,67.98%,29.86%,2.16%,4772,2344,165,7281,32.19%,65.54%,2.27%,15045,16383,0.00%,100.00%,7761,6265,258,146,831,43
New Mexico,Union,1247,378,40,1665,74.89%,22.70%,2.40%,1388,383,18,1789,21.41%,77.59%,1.00%,4079,4549,0.00%,100.00%,2234,1596,117,45,185,23
New Mexico,Valencia,19057,13609,611,33277,57.27%,40.90%,1.84%,17364,14263,650,32277,44.19%,53.80%,2.01%,76205,76569,70.03%,29.97%,24651,45775,1590,959,5159,166
New York,Albany,54560,92589,2528,149677,36.45%,61.86%,1.69%,51081,99474,3546,154101,64.55%,33.15%,2.30%,314848,304204,90.43%,9.57%,210895,21595,51493,27680,5427,540
New York,Allegany,13826,5483,220,19529,70.80%,28.08%,1.13%,14135,6048,599,20782,29.10%,68.02%,2.88%,46456,48946,11.49%,88.51%,42327,965,1147,608,861,75
New York,Bronx,98174,261670,4217,364061,26.97%,71.88%,1.16%,67740,355374,3579,426693,83.29%,15.88%,0.83%,1472654,1385108,99.99%,0.01%,130796,806463,580689,81609,43505,5726
New York,Broome,44763,45142,1129,91034,49.17%,49.59%,1.24%,43791,47002,2223,93016,50.53%,47.08%,2.39%,198683,200600,75.05%,24.95%,156173,10285,17393,10928,4125,339
New York,Cattaraugus,22586,11424,97,34107,66.22%,33.49%,0.28%,22155,11879,726,34760,34.17%,63.74%,2.09%,77042,80317,38.19%,61.81%,67554,1615,1955,863,4475,101
New York,Cayuga,20482,15772,263,36517,56.09%,43.19%,0.72%,19632,16359,818,36809,44.44%,53.33%,2.23%,76248,80026,41.22%,58.78%,66313,2636,4352,687,1645,132
New York,Chautauqua,34528,22085,433,57046,60.53%,38.71%,0.76%,34853,23088,1364,59305,38.93%,58.77%,2.30%,127657,134905,55.93%,44.07%,106063,11769,5582,1251,2891,165
New York,Chemung,21861,15572,127,37560,58.20%,41.46%,0.34%,21922,16636,852,39410,42.21%,55.63%,2.16%,84148,88830,74.09%,25.91%,69559,2938,7626,1861,1829,77
New York,Chenango,14294,8177,184,22655,63.09%,36.09%,0.81%,13496,8300,554,22350,37.14%,60.38%,2.48%,47220,50477,16.64%,83.36%,43153,1117,783,413,1073,58
New York,Clinton,18247,17478,92,35817,50.95%,48.80%,0.26%,16514,18364,559,35437,51.82%,46.60%,1.58%,79843,82128,36.27%,63.73%,69251,2856,3956,1394,2077,116
New York,Columbia,15168,20396,333,35897,42.25%,56.82%,0.93%,14464,20386,760,35610,57.25%,40.62%,2.13%,61570,63096,17.23%,82.77%,50795,3542,3613,1849,1317,125
New York,Cortland,11706,10290,67,22063,53.06%,46.64%,0.30%,10789,10370,520,21679,47.83%,49.77%,2.40%,46809,49336,53.12%,46.88%,40801,1658,1483,1241,1064,65
New York,Delaware,13789,9237,234,23260,59.28%,39.71%,1.01%,13387,9143,495,23025,39.71%,58.14%,2.15%,44308,47980,9.45%,90.55%,38821,1985,1491,726,900,55
New York,Dutchess,71778,79994,1641,153413,46.79%,52.14%,1.07%,66872,81443,2807,151122,53.89%,44.25%,1.86%,295911,297488,68.26%,31.74%,198495,42224,39392,13481,5712,424
New York,Erie,204774,248651,6364,459789,44.54%,54.08%,1.38%,197552,267270,8596,473418,56.46%,41.73%,1.81%,954236,919040,89.69%,10.31%,678236,59658,151856,53512,16450,996
New York,Essex,9533,9629,74,19236,49.56%,50.06%,0.38%,8982,9950,348,19280,51.61%,46.59%,1.80%,37381,39370,13.50%,86.50%,33714,978,933,401,996,52
New York,Franklin,10569,8821,68,19458,54.32%,45.33%,0.35%,9668,9253,347,19268,48.02%,50.18%,1.80%,47555,51599,29.80%,70.20%,38559,1387,2091,366,5111,37
New York,Fulton,16237,7666,150,24053,67.51%,31.87%,0.62%,15378,7931,409,23718,33.44%,64.84%,1.72%,53324,55531,49.29%,50.71%,47051,2134,1707,599,1239,38
New York,Genesee,18997,9367,80,28444,66.79%,32.93%,0.28%,18876,9625,716,29217,32.94%,64.61%,2.45%,58388,60079,37.88%,62.12%,50960,2752,2358,675,1394,46
New York,Greene,14702,10436,302,25440,57.79%,41.02%,1.19%,14271,10346,577,25194,41.07%,56.64%,2.29%,47931,49221,26.79%,73.21%,39494,3109,3206,809,1118,71
New York,Hamilton,2223,1211,5,3439,64.64%,35.21%,0.15%,2225,1178,57,3460,34.05%,64.31%,1.64%,5107,4836,0.00%,100.00%,4769,100,80,54,113,12
New York,Herkimer,19557,9110,190,28857,67.77%,31.57%,0.66%,18871,9939,512,29322,33.90%,64.36%,1.74%,60139,64519,47.40%,52.60%,54653,1530,1445,605,1154,91
New York,Jefferson,26417,16326,100,42843,61.66%,38.11%,0.23%,25629,17307,919,43855,39.46%,58.44%,2.10%,116721,116229,50.62%,49.38%,92755,7990,9053,3184,3011,506
New York,Kings,233964,601265,18515,853744,27.40%,70.43%,2.17%,202772,703310,9927,916009,76.78%,22.14%,1.08%,2736074,2504700,100.00%,0.00%,968427,516426,874009,419526,45123,5597
New York,Lewis,9353,3600,79,13032,71.77%,27.62%,0.61%,8890,3823,251,12964,29.49%,68.57%,1.94%,26582,27087,0.00%,100.00%,24942,460,243,165,412,53
New York,Livingston,18780,12148,107,31035,60.51%,39.14%,0.34%,18182,12477,742,31401,39.73%,57.90%,2.37%,61834,65393,28.62%,71.38%,54611,2721,1770,1012,1255,78
New York,Madison,19025,14629,365,34019,55.92%,43.00%,1.07%,18409,14805,821,34035,43.50%,54.09%,2.41%,68016,73442,30.84%,69.16%,60965,1673,1788,1045,178,69
New York,Monroe,145940,214757,3893,364590,40.03%,58.90%,1.07%,145661,225746,9582,380989,59.25%,38.23%,2.52%,759443,744344,91.88%,8.12%,506153,72745,137530,39884,12107,1095
New York,Montgomery,13286,7356,140,20782,63.93%,35.40%,0.67%,12745,7977,442,21164,37.69%,60.22%,2.09%,49532,50219,54.57%,45.43%,38237,7312,2161,742,1150,87
New York,Nassau,368117,338424,9124,715665,51.44%,47.29%,1.27%,326716,396504,9536,732756,54.11%,44.59%,1.30%,1395774,1339532,99.57%,0.43%,779454,256425,175649,180956,15729,1670
New York,New York,113921,533782,12930,660633,17.24%,80.80%,1.96%,85185,603040,9588,697813,86.42%,12.21%,1.37%,1694251,1585873,100.00%,0.00%,793294,402640,285271,254443,26908,5458
New York,Niagara,58678,43438,802,102918,57.01%,42.21%,0.78%,56068,46029,2026,104123,44.21%,53.85%,1.94%,212666,216469,70.03%,29.97%,173691,7818,21387,3509,6320,189
New York,Oneida,60687,39415,712,100814,60.20%,39.10%,0.71%,57860,41973,2163,101996,41.15%,56.73%,2.12%,232125,234878,65.64%,34.36%,180984,15191,20578,12116,3682,279
New York,Onondaga,93916,133155,2871,229942,40.84%,57.91%,1.25%,91715,138991,5362,236068,58.88%,38.85%,2.27%,476516,467026,85.36%,14.64%,347290,26572,69072,24117,11691,723
New York,Ontario,30221,29520,611,60352,50.07%,48.91%,1.01%,28782,28749,1769,59300,48.48%,48.54%,2.98%,112458,107931,55.14%,44.86%,97397,6113,4275,2111,1965,155
New York,Orange,94936,80253,471,175660,54.05%,45.69%,0.27%,85068,84955,2516,172539,49.24%,49.30%,1.46%,401310,372813,72.42%,27.58%,231848,89744,56575,15528,8874,615
New York,Orleans,12659,5366,46,18071,70.05%,29.69%,0.25%,12126,5587,441,18154,30.78%,66.80%,2.42%,40343,42883,33.45%,66.55%,34037,2087,2679,323,997,70
New York,Oswego,33548,20483,132,54163,61.94%,37.82%,0.24%,32142,21145,1211,54498,38.80%,58.98%,2.22%,117525,122109,37.27%,62.73%,105710,3616,2665,1362,3033,165
New York,Otsego,15256,13031,305,28592,53.36%,45.58%,1.07%,14382,12975,723,28080,46.21%,51.22%,2.57%,58524,62259,27.29%,72.71%,51490,2392,1887,1236,1071,80
New York,Putnam,31553,23956,505,56014,56.33%,42.77%,0.90%,29283,24955,884,55122,45.27%,53.12%,1.61%,97668,99710,64.98%,35.02%,71942,17760,4118,3044,1468,142
New York,Queens,264628,437282,14054,715964,36.96%,61.08%,1.96%,212665,569038,8278,789981,72.03%,26.92%,1.05%,2405464,2230722,99.99%,0.01%,549358,667861,471487,705973,57447,7435
New York,Rensselaer,38601,39668,882,79151,48.77%,50.12%,1.11%,36500,40969,1940,79409,51.59%,45.96%,2.45%,161130,159429,66.87%,33.13%,124600,9482,16923,7079,3711,156
New York,Richmond,128151,69345,3062,200558,63.90%,34.58%,1.53%,123320,90997,2450,216767,41.98%,56.89%,1.13%,495747,468730,100.00%,0.00%,277981,96960,61768,64300,7883,840
New York,Rockland,83543,65880,1402,150825,55.39%,43.68%,0.93%,73186,75802,1714,150702,50.30%,48.56%,1.14%,338329,311687,99.61%,0.39%,206113,66451,40830,23362,4306,449
New York,St. Lawrence,25919,18010,239,44168,58.68%,40.78%,0.54%,24608,19361,938,44907,43.11%,54.80%,2.09%,108505,111944,33.06%,66.94%,96556,2832,3886,1581,3309,179
New York,Saratoga,63940,66321,551,130812,48.88%,50.70%,0.42%,61305,68471,2879,132655,51.62%,46.21%,2.17%,235509,219607,71.52%,28.48%,203781,8667,6651,9618,4502,245
New York,Schenectady,31975,39733,864,72572,44.06%,54.75%,1.19%,30741,42465,1841,75047,56.58%,40.96%,2.46%,158061,154727,91.15%,8.85%,104878,12505,22924,11430,4262,592
New York,Schoharie,10423,5547,142,16112,64.69%,34.43%,0.88%,9903,5345,462,15710,34.02%,63.04%,2.94%,29714,32749,16.96%,83.04%,26658,1075,544,317,695,48
New York,Schuyler,5717,3736,79,9532,59.98%,39.19%,0.83%,5621,3903,242,9766,39.97%,57.56%,2.47%,17898,18343,0.00%,100.00%,16618,329,239,184,451,18
New York,Seneca,8379,6610,116,15105,55.47%,43.76%,0.77%,8329,6914,389,15632,44.23%,53.28%,2.49%,33814,35251,42.08%,57.92%,29273,1367,1852,422,781,35
New York,Steuben,29777,15413,385,45575,65.34%,33.82%,0.84%,29474,15790,915,46179,34.19%,63.83%,1.98%,93584,98990,40.22%,59.78%,84338,1718,2449,2051,2011,74
New York,Suffolk,417549,341812,3488,762849,54.74%,44.81%,0.46%,381253,381021,11013,773287,49.27%,49.30%,1.43%,1525920,1493350,98.04%,1.96%,967330,332959,140589,79173,26899,1767
New York,Sullivan,20386,14549,127,35062,58.14%,41.50%,0.36%,18665,15489,493,34647,44.71%,53.87%,1.42%,78624,77547,24.94%,75.06%,52691,14007,8828,2116,1966,137
New York,Tioga,15038,9437,84,24559,61.23%,38.43%,0.34%,14791,9634,611,25036,38.48%,59.08%,2.44%,48455,51125,33.59%,66.41%,44195,1117,863,611,1072,85
New York,Tompkins,11354,34631,917,46902,24.21%,73.84%,1.96%,11096,33619,1020,45735,73.51%,24.26%,2.23%,105740,101564,55.89%,44.11%,76737,7077,6781,12459,2182,200
New York,Ulster,39743,57974,1455,99172,40.07%,58.46%,1.47%,37590,57970,1860,97420,59.51%,38.59%,1.90%,181851,182493,43.88%,56.12%,136695,21119,15354,5368,4074,243
New York,Warren,18606,17099,370,36075,51.58%,47.40%,1.03%,17699,17642,808,36149,48.80%,48.96%,2.24%,65737,65707,67.84%,32.16%,59299,1752,1460,1071,1419,55
New York,Washington,17268,11224,224,28716,60.13%,39.09%,0.78%,15941,11565,632,28138,41.10%,56.65%,2.25%,61302,63216,24.50%,75.50%,54605,1761,2196,523,1488,92
New York,Wayne,27286,17056,326,44668,61.09%,38.18%,0.73%,26204,17456,1067,44727,39.03%,58.59%,2.38%,91283,93772,25.22%,74.78%,79230,4514,4194,854,1965,65
New York,Westchester,167795,287434,2609,457838,36.65%,62.78%,0.57%,144731,312437,5196,462364,67.57%,31.30%,1.13%,1004457,949113,95.47%,4.53%,497684,269334,166162,78802,17228,1430
New York,Wyoming,14112,4929,125,19166,73.63%,25.72%,0.65%,13898,5073,461,19432,26.11%,71.52%,2.37%,40531,42155,10.03%,89.97%,35579,1490,2219,345,696,32
New York,Yates,6098,4401,110,10609,57.48%,41.48%,1.04%,6208,4219,296,10723,39.35%,57.89%,2.76%,24774,25348,31.44%,68.56%,23049,674,333,165,456,29
North Carolina,Alamance,47937,40624,1270,89831,53.36%,45.22%,1.41%,46056,38825,1210,86091,53.50%,45.10%,1.40%,171415,151131,73.56%,26.44%,102487,24703,37767,3814,4693,248
North Carolina,Alexander,16404,4060,213,20677,79.33%,19.64%,1.03%,15888,4145,203,20236,78.51%,20.48%,1.01%,36444,37198,10.92%,89.08%,30893,1836,2327,505,815,17
North Carolina,Alleghany,4900,1533,63,6496,75.43%,23.60%,0.97%,4527,1486,63,6076,74.51%,24.46%,1.03%,10888,11155,0.00%,100.00%,9186,1288,190,55,226,28
North Carolina,Anson,5525,5253,97,10875,50.80%,48.30%,0.89%,5321,5789,84,11194,47.53%,51.72%,0.75%,22055,26948,22.23%,77.77%,10593,665,10239,277,405,28
North Carolina,Ashe,11629,4431,193,16253,71.55%,27.26%,1.19%,11451,4164,199,15814,72.41%,26.33%,1.26%,26577,27281,0.00%,100.00%,24028,1519,274,161,539,33
North Carolina,Avery,7181,2220,88,9489,75.68%,23.40%,0.93%,7172,2191,95,9458,75.83%,23.17%,1.00%,17806,17797,0.00%,100.00%,15549,987,743,133,389,15
North Carolina,Beaufort,17296,9049,227,26572,65.09%,34.05%,0.85%,16437,9633,245,26315,62.46%,36.61%,0.93%,44652,47759,36.97%,63.03%,29431,3433,10940,294,712,48
North Carolina,Bertie,3840,5279,67,9186,41.80%,57.47%,0.73%,3817,5939,59,9815,38.89%,60.51%,0.60%,17934,21282,0.00%,100.00%,6298,330,11036,129,264,25
North Carolina,Bladen,10035,6620,109,16764,59.86%,39.49%,0.65%,9676,7326,123,17125,56.50%,42.78%,0.72%,29606,35190,0.00%,100.00%,15830,2546,10039,127,1376,39
North Carolina,Brunswick,67658,40557,1163,109378,61.86%,37.08%,1.06%,55850,33310,1015,90175,61.94%,36.94%,1.12%,136693,107431,63.62%,36.38%,110716,7420,13176,1492,3422,169
North Carolina,Buncombe,59016,98662,2832,160510,36.77%,61.47%,1.76%,62412,96515,2642,161569,38.63%,59.74%,1.63%,269452,238318,77.70%,22.30%,214862,21922,19107,5364,6866,744
North Carolina,Burke,32130,13272,445,45847,70.08%,28.95%,0.97%,31019,13118,465,44602,69.55%,29.41%,1.04%,87570,90912,54.08%,45.92%,68664,7184,5998,3498,3155,162
North Carolina,Cabarrus,63746,54494,1962,120202,53.03%,45.34%,1.63%,63237,52162,1828,117227,53.94%,44.50%,1.56%,225804,178011,82.73%,17.27%,133781,27263,47840,13762,5354,356
North Carolina,Caldwell,33009,10146,385,43540,75.81%,23.30%,0.88%,32119,10245,465,42829,74.99%,23.92%,1.09%,80652,83029,57.18%,42.82%,67868,4923,5186,817,1968,84
North Carolina,Camden,4716,1522,66,6304,74.81%,24.14%,1.05%,4312,1537,104,5953,72.43%,25.82%,1.75%,10355,9980,5.24%,94.76%,8200,340,1235,214,340,32
North Carolina,Carteret,32508,12813,496,45817,70.95%,27.97%,1.08%,30028,12093,574,42695,70.33%,28.32%,1.35%,67686,66469,69.40%,30.60%,57538,3119,4072,1118,1622,158
North Carolina,Caswell,7445,4493,102,12040,61.84%,37.32%,0.85%,7089,4860,102,12051,58.82%,40.33%,0.85%,22736,23719,0.17%,99.83%,14036,1002,7192,146,467,47
North Carolina,Catawba,59577,26569,963,87109,68.39%,30.50%,1.11%,56588,25689,1148,83425,67.83%,30.79%,1.38%,160610,154358,64.84%,35.16%,116120,17377,15786,7944,4264,223
North Carolina,Chatham,22507,29014,780,52301,43.03%,55.48%,1.49%,21186,26787,626,48599,43.59%,55.12%,1.29%,76285,63505,35.96%,64.04%,53087,10372,9099,2221,1703,103
North Carolina,Cherokee,13883,3686,255,17824,77.89%,20.68%,1.43%,12628,3583,212,16423,76.89%,21.82%,1.29%,28774,27444,0.00%,100.00%,25366,899,640,268,1554,
North Carolina,Chowan,4587,2895,70,7552,60.74%,38.33%,0.93%,4471,3247,66,7784,57.44%,41.71%,0.85%,13708,14793,31.58%,68.42%,8268,530,4609,99,208,24
North Carolina,Clay,5761,1899,68,7728,74.55%,24.57%,0.88%,5112,1699,82,6893,74.16%,24.65%,1.19%,11089,10587,0.00%,100.00%,10044,438,143,95,342,20
North Carolina,Cleveland,34654,16603,449,51706,67.02%,32.11%,0.87%,33798,16955,555,51308,65.87%,33.05%,1.08%,99519,98078,37.80%,62.20%,70163,4039,21969,1244,2168,76
North Carolina,Columbus,17592,8648,162,26402,66.63%,32.76%,0.61%,16832,9446,168,26446,63.65%,35.72%,0.63%,50623,58098,10.30%,89.70%,30019,2613,15490,250,2613,59
North Carolina,Craven,33477,22011,685,56173,59.60%,39.18%,1.22%,31032,21148,885,53065,58.48%,39.85%,1.67%,100720,103505,64.62%,35.38%,64933,7195,22472,4192,2435,309
North Carolina,Cumberland,59840,78631,2042,140513,42.59%,55.96%,1.45%,60032,84469,2649,147150,40.80%,57.40%,1.80%,334728,319431,86.16%,13.84%,133201,39498,142387,14391,14413,2785
North Carolina,Currituck,13235,4604,214,18053,73.31%,25.50%,1.19%,11657,4195,295,16147,72.19%,25.98%,1.83%,28100,23547,4.12%,95.88%,23505,1218,1823,541,848,80
North Carolina,Dare,14792,10074,330,25196,58.71%,39.98%,1.31%,13938,9936,358,24232,57.52%,41.00%,1.48%,36915,33920,77.92%,22.08%,31921,2554,1050,488,774,52
North Carolina,Davidson,67959,24150,1343,93452,72.72%,25.84%,1.44%,64658,22636,1220,88514,73.05%,25.57%,1.38%,168930,162878,52.29%,47.71%,129487,13902,18435,3171,4298,152
North Carolina,Davie,19398,6988,464,26850,72.25%,26.03%,1.73%,18228,6713,370,25311,72.02%,26.52%,1.46%,42712,41240,29.56%,70.44%,34809,3375,3040,504,1147,38
North Carolina,Duplin,14677,8057,164,22898,64.10%,35.19%,0.72%,13793,8767,155,22715,60.72%,38.60%,0.68%,48715,58505,0.00%,100.00%,24945,10813,12296,305,1116,42
North Carolina,Durham,32853,144450,3609,180912,18.16%,79.85%,1.99%,32459,144688,2767,179914,18.04%,80.42%,1.54%,324833,267587,94.89%,5.11%,133768,50104,117964,20606,7297,414
North Carolina,Edgecombe,9355,14900,193,24448,38.26%,60.95%,0.79%,9206,16089,182,25477,36.13%,63.15%,0.72%,48900,56552,55.20%,44.80%,17340,2706,28274,207,714,29
North Carolina,Forsyth,87292,114145,3289,204726,42.64%,55.76%,1.61%,85064,113033,3173,201270,42.26%,56.16%,1.58%,382590,350670,92.42%,7.58%,208126,54688,103533,11782,9243,677
North Carolina,Franklin,23938,18167,562,42667,56.10%,42.58%,1.32%,20901,15879,571,37351,55.96%,42.51%,1.53%,68573,60619,21.11%,78.89%,42285,6962,17313,821,1703,82
North Carolina,Gaston,73828,44062,1366,119256,61.91%,36.95%,1.15%,73033,40959,1506,115498,63.23%,35.46%,1.31%,227943,206086,81.14%,18.86%,153653,20068,44520,4759,5806,272
North Carolina,Gates,3538,2268,62,5868,60.29%,38.65%,1.06%,3367,2546,58,5971,56.39%,42.64%,0.97%,10478,12197,0.00%,100.00%,6705,201,3266,68,266,47
North Carolina,Graham,3883,839,57,4779,81.25%,17.56%,1.19%,3710,905,50,4665,79.53%,19.40%,1.07%,8030,8861,0.00%,100.00%,6885,219,124,42,829,13
North Carolina,Granville,17383,14365,356,32104,54.15%,44.75%,1.11%,16647,14565,386,31598,52.68%,46.09%,1.23%,60992,59916,28.57%,71.43%,33610,6211,19581,603,1422,81
North Carolina,Greene,4965,3437,48,8450,58.76%,40.67%,0.57%,4874,3832,47,8753,55.68%,43.78%,0.54%,20451,21362,0.00%,100.00%,9644,2936,7525,83,430,35
North Carolina,Guilford,109077,171118,4858,285053,38.27%,60.03%,1.70%,107294,173086,4106,284486,37.72%,60.84%,1.44%,641299,488406,85.84%,14.16%,255640,52152,195107,32948,12101,750
North Carolina,Halifax,9778,14014,173,23965,40.80%,58.48%,0.72%,10080,15545,134,25759,39.13%,60.35%,0.52%,48622,54691,43.94%,56.06%,19070,1454,25759,434,2397,76
North Carolina,Harnett,39440,23472,845,63757,61.86%,36.81%,1.33%,35177,22093,1023,58293,60.35%,37.90%,1.75%,133568,114678,35.84%,64.16%,77876,18899,31177,3055,4509,684
North Carolina,Haywood,23393,13913,545,37851,61.80%,36.76%,1.44%,22834,13144,564,36542,62.49%,35.97%,1.54%,62029,59036,53.12%,46.88%,55685,2829,1118,601,1709,30
North Carolina,Henderson,39497,29361,1116,69974,56.45%,41.96%,1.59%,40032,27211,1128,68371,58.55%,39.80%,1.65%,116281,106740,65.72%,34.28%,91747,14999,4629,1932,2700,761
North Carolina,Hertford,3561,6191,91,9843,36.18%,62.90%,0.92%,3479,7097,58,10634,32.72%,66.74%,0.54%,21552,24669,22.55%,77.45%,6721,1579,12783,178,594,46
North Carolina,Hoke,10547,11896,324,22767,46.33%,52.25%,1.42%,9453,11804,382,21639,43.69%,54.55%,1.76%,52082,46952,57.39%,42.61%,19667,7687,18938,1482,5852,382
North Carolina,Hyde,1465,931,25,2421,60.51%,38.46%,1.03%,1418,1046,28,2492,56.90%,41.97%,1.13%,4589,5810,0.00%,100.00%,2928,347,1266,18,70,5
North Carolina,Iredell,72801,36739,1335,110875,65.66%,33.14%,1.20%,67010,33888,1473,102371,65.46%,33.10%,1.44%,186693,159437,68.14%,31.86%,136393,15777,24638,6057,3949,252
North Carolina,Jackson,11796,9746,400,21942,53.76%,44.42%,1.82%,11356,9591,481,21428,53.00%,44.76%,2.24%,43109,40271,33.33%,66.67%,32800,3292,1284,731,5347,78
North Carolina,Johnston,74878,48116,1684,124678,60.06%,38.59%,1.35%,68353,41257,1747,111357,61.38%,37.05%,1.57%,215999,168878,47.00%,53.00%,136464,34400,37944,3214,5781,366
North Carolina,Jones,3409,2007,47,5463,62.40%,36.74%,0.86%,3280,2197,48,5525,59.37%,39.76%,0.87%,9172,10153,0.00%,100.00%,5787,394,2744,72,240,10
North Carolina,Lee,17489,12245,347,30081,58.14%,40.71%,1.15%,16469,12143,396,29008,56.77%,41.86%,1.37%,63285,57866,57.90%,42.10%,36055,13122,12134,1045,1779,139
North Carolina,Lenoir,14564,12700,239,27503,52.95%,46.18%,0.87%,14590,13605,214,28409,51.36%,47.89%,0.75%,55122,59495,38.19%,61.81%,26582,4365,23136,532,927,82
North Carolina,Lincoln,40183,14842,557,55582,72.29%,26.70%,1.00%,36341,13274,602,50217,72.37%,26.43%,1.20%,86810,78265,26.26%,73.74%,71661,6412,5477,1104,2024,94
North Carolina,McDowell,17520,5911,224,23655,74.06%,24.99%,0.95%,16883,5832,288,23003,73.39%,25.35%,1.26%,44578,44996,26.99%,73.01%,37788,2947,2176,494,1110,26
North Carolina,Macon,14981,6675,278,21934,68.30%,30.43%,1.27%,14211,6230,302,20743,68.51%,30.03%,1.46%,37014,33922,25.28%,74.72%,31535,3498,547,377,1053,49
North Carolina,Madison,8275,5090,256,13621,60.75%,37.37%,1.88%,7979,4901,196,13076,61.02%,37.48%,1.50%,21193,20764,0.00%,100.00%,19233,748,370,175,600,31
North Carolina,Martin,6601,5360,79,12040,54.83%,44.52%,0.66%,6532,5911,97,12540,52.09%,47.14%,0.77%,22031,24505,25.06%,74.94%,11528,895,9278,153,329,28
North Carolina,Mecklenburg,187770,376454,13281,577505,32.51%,65.19%,2.30%,179211,378107,9735,567053,31.60%,66.68%,1.72%,1115482,919628,99.16%,0.84%,498683,169922,355707,83012,22135,1712
